time,R0_1,R0_2,R0_3,Q0_1,Q0_2,Q0_3,v0_1,v0_2,v0_3,w0_1,w0_2,w0_3,vd0_1,vd0_2,vd0_3,wd0_1,wd0_2,wd0_3,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,qd_1,qd_2,qd_3,qd_4,qd_5,qd_6,qd_7,qd_8,qd_9,qd_10,qd_11,qd_12,qdd_1,qdd_2,qdd_3,qdd_4,qdd_5,qdd_6,qdd_7,qdd_8,qdd_9,qdd_10,qdd_11,qdd_12,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12,tau_max,tau_rms,pos_e1_1,pos_e1_2,pos_e1_3,pos_e2_1,pos_e2_2,pos_e2_3,pos_e3_1,pos_e3_2,pos_e3_3,pos_e4_1,pos_e4_2,pos_e4_3,Fe1_1,Fe1_2,Fe1_3,Fe_res1,Fe2_1,Fe2_2,Fe2_3,Fe_res2,Fe3_1,Fe3_2,Fe3_3,Fe_res3,Fe4_1,Fe4_2,Fe4_3,Fe_res4,Te1_1,Te1_2,Te1_3,Te_res1,Te2_1,Te2_2,Te2_3,Te_res2,Te3_1,Te3_2,Te3_3,Te_res3,Te4_1,Te4_2,Te4_3,Te_res4,tsm,manipulability1,manipulability2,manipulability3,manipulability4,des_q_1,des_q_2,des_q_3,des_q_4,des_q_5,des_q_6,des_q_7,des_q_8,des_q_9,des_q_10,des_q_11,des_q_12
0.5,0.256834431761834,-0.0284215683093987,0.23009045540864,-0,0,-0,5.55111512312578e-15,5.55111512312578e-15,0,0,0,0,0,0,0,0,0,0,-0.708283171966853,-0.934981975315706,-1.14932662134706,0.118201490091483,-0.722966908150271,-0.788220553262251,-0.437212207963136,-0.732627276213675,-0.966264357105583,0.179831639153299,-0.876279809487121,-1.13802334318988,-8.88178419700125e-14,-2.22044604925031e-14,0,4.44089209850063e-14,2.22044604925031e-14,0,8.88178419700125e-14,4.21884749357559e-13,-5.32907051820075e-13,0.156163639052664,-0.209369446061136,0.514466937914193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.0999999999999998,5.55111512312578e-17,1.76074432811646e-16,0.2,0,2.08166817117217e-17,-0.2,4.71844785465692e-16,0.45,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168420565090622,0.00120116269167209,0.00225971586060083,0.00219118154399409,0.00144913273563059,-0.708283171966853,-0.934981975315706,-1.14932662134706,0.118201490091483,-0.722966908150271,-0.788220553262251,-0.437212207963136,-0.732627276213675,-0.966264357105583,0.179831639153299,-0.876279809487121,-1.13802334318988
0.55,0.259046912291916,-0.0303886439766667,0.230090499566142,-0,0,-0,0.0752924143468281,-0.0669410980922602,1.50271373955402e-06,0,0,0,0,0,0,0,0,0,-0.677092102412664,-0.943483349826904,-1.14984274735582,0.117184881379103,-0.725271174523389,-0.764122088260338,-0.430164470132985,-0.68299097451172,-1.1036129568717,0.184174751697213,-0.88719793956436,-1.14128553870748,1.08191965347404,-0.287586828881381,-0.0146968315432261,-0.0342045564382332,-0.0870663997550314,0.834290339363619,0.249508985037394,1.39713800420211,-4.20786957174215,0.151234035411019,-0.374890734458144,-0.105240478537105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.0999999999999998,2.77555756156289e-17,-6.93889390390723e-17,0.2,2.77555756156289e-17,0.0104000000000003,-0.2,0.00703999999999955,0.45,-0.2,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116693586845741,0.00224316378555853,0.00223811219561588,0.0014013453960376,-0.677092102412664,-0.943483349826904,-1.14984274735582,0.117184881379103,-0.725271174523389,-0.764122088260338,-0.430164470132985,-0.68299097451172,-1.1036129568717,0.184174751697213,-0.88719793956436,-1.14128553870748
0.6,0.264322827402114,-0.0350793628755366,0.230090604864799,-0,0,-0,0.120222788188529,-0.106887865489086,2.39945069369085e-06,0,0,0,0,0,0,0,0,0,-0.595008946239456,-0.96298409644472,-1.15013064209443,0.114895105026295,-0.734117848517865,-0.701096648507333,-0.409192265772154,-0.645289336861164,-1.30680988669474,0.195896454811651,-0.914410765276736,-1.1469986934805,1.97027382216675,-0.432748113509751,0.00394375557366544,-0.0505889594796027,-0.246617393088422,1.51162833004257,0.539810699095256,0.0123714124126262,-3.36515402226443,0.285847286989682,-0.634398567980554,-0.104699706816902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.0999999999999999,-2.77555756156289e-17,4.68375338513738e-17,0.2,1.11022302462516e-16,0.0352000000000002,-0.2,0.017920000000002,0.45,-0.2,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108985859383054,0.00217632326838969,0.00206035123557017,0.00128565684219167,-0.595008946239456,-0.96298409644472,-1.15013064209443,0.114895105026295,-0.734117848517865,-0.701096648507333,-0.409192265772154,-0.645289336861164,-1.30680988669474,0.195896454811651,-0.914410765276736,-1.1469986934805
0.65,0.27061988737235,-0.0406779628516071,0.230090730543841,-0,0,-0,0.124307367628662,-0.110519389797892,2.48097223320976e-06,0,0,0,0,0,0,0,0,0,-0.481557344156789,-0.984129907386497,-1.1491447763603,0.112385971699199,-0.752244077453394,-0.613007371968278,-0.37209282054774,-0.726845589527348,-1.3553581909584,0.213086407730067,-0.948964576447352,-1.15004385829565,2.37931749373845,-0.394134256272471,0.028030802979373,-0.0477442567545783,-0.43525478121591,1.8728814777738,0.878557485411857,-2.67114565445309,0.778930523671661,0.37237486460393,-0.699347357253433,-0.0277883385937372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.0999999999999999,1.38777878078145e-17,7.28583859910259e-17,0.2,1.38777878078145e-16,0.0648000000000014,-0.2,0.0179199999999958,0.45,-0.2,-1.11022302462516e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100841395956409,0.00203161705046734,0.00165247539367385,0.00114507727950901,-0.481557344156789,-0.984129907386497,-1.1491447763603,0.112385971699199,-0.752244077453394,-0.613007371968278,-0.37209282054774,-0.726845589527348,-1.3553581909584,0.213086407730067,-0.948964576447352,-1.15004385829565
0.7,0.275895802482548,-0.045368681750477,0.230090835842499,-0,0,-0,0.0875461526673282,-0.0778356710186889,1.7472783664374e-06,0,0,0,0,0,0,0,0,0,-0.372813715391533,-0.999255251088025,-1.14767970544184,0.110449718448492,-0.77619589799674,-0.523839566246943,-0.321960169933661,-0.882828256027334,-1.2408981328964,0.231155935852923,-0.979548667618134,-1.14946477780857,1.89063336577699,-0.231193716993472,0.0263007709616403,-0.0311588142352104,-0.468489564884211,1.60633131735786,1.01609528829001,-3.02875497875152,2.81055078020582,0.328266190337967,-0.517363516427605,0.0292471606108791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.0999999999999998,1.38777878078145e-17,1.94289029309402e-16,0.2,8.32667268468867e-17,0.0895999999999981,-0.2,0.00703999999999641,0.45,-0.2,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095144435235182,0.0018323076295911,0.00125218310830752,0.00102588041013123,-0.372813715391533,-0.999255251088025,-1.14767970544184,0.110449718448492,-0.77619589799674,-0.523839566246943,-0.321960169933661,-0.882828256027334,-1.2408981328964,0.231155935852923,-0.979548667618134,-1.14946477780857
0.75,0.278008891579587,-0.0472473903262304,0.230090878016309,-0,0,-0,-2.22044604925031e-14,0,0,0,0,0,0,0,0,0,0,0,-0.32581115028305,-1.00447165341371,-1.14703589389411,0.109712761405166,-0.788964020472017,-0.482430941520084,-0.289592258194967,-0.968670818127798,-1.14998972739734,0.239623682880849,-0.992192484467143,-1.14843821015687,-1.77635683940025e-13,8.88178419700125e-14,0,-1.33226762955019e-13,-1.77635683940025e-13,3.5527136788005e-13,0.35307920658445,-0.445048639397816,0.494407208590175,1.77635683940025e-13,8.88178419700125e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.0999999999999999,-4.16333634234434e-17,6.93889390390723e-18,0.2,0,0.0999999999999998,-0.2,-4.16333634234434e-17,0.45,-0.2,-4.16333634234434e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155459930542294,0.000932036217554153,0.00172393522916141,0.00106774851688134,0.00097791834347169,-0.32581115028305,-1.00447165341371,-1.14703589389411,0.109712761405166,-0.788964020472017,-0.482430941520084,-0.289592258194967,-0.968670818127798,-1.14998972739734,0.239623682880849,-0.992192484467143,-1.14843821015687
0.8,0.27646882131184,-0.0485633025747002,0.230090878222613,-0,0,-0,-0.0524097758808351,-0.0447815060555912,7.02067570745868e-09,0,0,0,0,0,0,0,0,0,-0.317048331537607,-0.995356956534328,-1.14811423741153,0.125014646296858,-0.665139165601001,-0.758655147768419,-0.296606527654968,-0.977487050084766,-1.14958975245149,0.272814654838866,-0.989149247645187,-1.14872473930798,0.291292782687624,0.309086338416986,-0.0341721353461111,0.540321997023785,3.29312735341671,-7.76221698050001,-0.243790215352302,-0.30123981596899,0.016180348043271,1.12088807184225,0.106664816678248,-0.00976148904996421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.0999999999999999,-4.16333634234434e-17,0.0051999999999985,0.189599999999998,0.00704000000000354,0.0999999999999999,-0.2,5.55111512312578e-17,0.45,-0.2,8.32667268468867e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096602922634342,0.00241584135512435,0.00103377269714357,0.000989395010847728,-0.317048331537607,-0.995356956534328,-1.14811423741153,0.125014646296858,-0.665139165601001,-0.758655147768419,-0.296606527654968,-0.977487050084766,-1.14958975245149,0.272814654838866,-0.989149247645187,-1.14872473930798
0.85,0.272796346057983,-0.0517012471672056,0.230090878714568,-0,0,-0,-0.0836850490105068,-0.0715046471015168,1.1210227190972e-08,0,0,0,0,0,0,0,0,0,-0.29842407283063,-0.97402871413978,-1.14977330176672,0.169795847639676,-0.5528730314883,-1.106734167858,-0.315335794611507,-0.99893592586634,-1.14771628049679,0.348714734212222,-0.980830320843664,-1.14938018128455,0.398802519119568,0.480797872459171,-0.0264380513117501,1.1415242982447,1.19473694629881,-5.80413711427674,-0.454017555695962,-0.493873672915135,0.0540390547058678,1.68761528422952,0.202031344235287,-0.0141741124886963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.0999999999999999,-2.77555756156289e-17,0.017599999999999,0.1648,0.0179200000000037,0.1,-0.2,1.2490009027033e-16,0.45,-0.2,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010470558087413,0.00270841604815197,0.000952637315207472,0.00102098558580522,-0.29842407283063,-0.97402871413978,-1.14977330176672,0.169795847639676,-0.5528730314883,-1.106734167858,-0.315335794611507,-0.99893592586634,-1.14771628049679,0.348714734212222,-0.980830320843664,-1.14938018128455
0.9,0.26841306914209,-0.055446535874389,0.23009087930174,-0,0,-0,-0.0865282556586022,-0.0739340235601738,1.15910919751272e-08,0,0,0,0,0,0,0,0,0,-0.279627883634966,-0.949374593191321,-1.15005314966805,0.24602882270507,-0.599125775254452,-1.24986644095311,-0.342268666307944,-1.02526545289046,-1.14380269287575,0.432876672259149,-0.96917424820366,-1.14997293734911,0.345541640139646,0.479465600244977,0.00923408553834548,1.76919479512057,-2.26785482696974,-0.781833387003594,-0.578038727825358,-0.525640509521175,0.091573226054642,1.6042631875643,0.243453487048384,-0.00915739945277494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.0999999999999999,-5.55111512312578e-17,0.0323999999999982,0.135199999999998,0.0179199999999967,0.0999999999999999,-0.2,2.77555756156289e-17,0.45,-0.2,6.93889390390723e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114345142810902,0.00233788105006793,0.000855845889245433,0.00106579831963034,-0.279627883634966,-0.949374593191321,-1.15005314966805,0.24602882270507,-0.599125775254452,-1.24986644095311,-0.342268666307944,-1.02526545289046,-1.14380269287575,0.432876672259149,-0.96917424820366,-1.14997293734911
0.95,0.264740593888232,-0.0585844804668949,0.230090879793695,-0,0,-0,-0.0609393958252769,-0.052069635431784,8.16327838659703e-09,0,0,0,0,0,0,0,0,0,-0.266159100139221,-0.929437029453096,-1.14884768635381,0.342474325498618,-0.748444641932331,-1.19084347855156,-0.369895004782005,-1.04786683027509,-1.13914398952657,0.497811024758067,-0.958204279940719,-1.15016682492886,0.211034622607476,0.326130928261215,0.0291450393859805,1.8916577829406,-3.00784639045891,1.99491156659501,-0.49667425466362,-0.378118078914835,0.0858755348126294,1.0422458154923,0.188661077391583,-0.00073749904583309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.0999999999999999,2.77555756156289e-17,0.0448000000000004,0.110399999999997,0.00703999999999283,0.1,-0.2,6.93889390390723e-17,0.45,-0.2,-1.11022302462516e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122371014295603,0.00186380792721376,0.00077509346032857,0.00110857784968224,-0.266159100139221,-0.929437029453096,-1.14884768635381,0.342474325498618,-0.748444641932331,-1.19084347855156,-0.369895004782005,-1.04786683027509,-1.13914398952657,0.497811024758067,-0.958204279940719,-1.15016682492886
1,0.263269708315591,-0.0598412778882023,0.230090879990731,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261251429117959,-0.921644175030515,-1.14799372342328,0.397907603434603,-0.83442085282639,-1.11901778340463,-0.382600391112285,-1.05703934506912,-1.13693268913958,0.52239514117173,-0.953552590874931,-1.15013771223109,4.44089209850063e-13,2.40918396343659e-12,-4.79616346638068e-12,0.351708361691339,-0.416721607862214,0.419778178599373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449999999999999,0.0999999999999998,3.60822483003176e-15,0.0499999999999997,0.0999999999999999,0,0.0999999999999999,-0.2,-1.38777878078145e-17,0.45,-0.2,8.32667268468867e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147551701950318,0.00125567704813743,0.00164073549280183,0.000742912342607448,0.001126900258623,-0.261251429117959,-0.921644175030515,-1.14799372342328,0.397907603434603,-0.83442085282639,-1.11901778340463,-0.382600391112285,-1.05703934506912,-1.13693268913958,0.52239514117173,-0.953552590874931,-1.15013771223109
1.05,0.264498506510993,-0.0607611490926614,0.230090879991695,-0,0,-0,0.0418169478188624,-0.0313039246809144,3.28015392625502e-11,0,0,0,0,0,0,0,0,0,-0.276617111907102,-0.85447148582851,-1.23740360756119,0.39399433621998,-0.829682298079499,-1.11608029418505,-0.412404070370498,-1.05311097633637,-1.13790174137297,0.531203018185193,-0.95972488980261,-1.15016173367443,-0.50520956117146,2.12403968757736,-2.72240125528604,-0.131845730528779,0.160360089247502,0.101520148617951,-1.00228154309283,0.135666226713038,-0.0330960110058953,0.304063438028113,-0.210521969982258,0.000514297900977567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455199999999997,0.0999999999999998,0.00704000000000712,0.0499999999999998,0.0999999999999999,-2.77555756156289e-17,0.0999999999999998,-0.2,-5.55111512312578e-17,0.45,-0.2,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013701756235274,0.00166336157960564,0.000756653639498353,0.00110261215137487,-0.276617111907102,-0.85447148582851,-1.23740360756119,0.39399433621998,-0.829682298079499,-1.11608029418505,-0.412404070370498,-1.05311097633637,-1.13790174137297,0.531203018185193,-0.95972488980261,-1.15016173367443
1.1,0.267428717592339,-0.062954688118678,0.230090879993993,-0,0,-0,0.0667710034794045,-0.0499843860638949,5.23775467442533e-11,0,0,0,0,0,0,0,0,0,-0.307659194098043,-0.740788889725789,-1.35993117695528,0.385120887900176,-0.81870954927721,-1.10851311059009,-0.479208418726997,-1.04307870386759,-1.14022615792612,0.553853594551419,-0.974603824342373,-1.1497451242391,-0.646866480067421,2.05859197461125,-1.79293689604805,-0.196751401283102,0.245926362254079,0.179449297903567,-1.46999315199783,0.236240281876698,-0.0527670502535216,0.537806344670422,-0.340901995123633,0.0153019130435084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467599999999997,0.0999999999999998,0.0179200000000002,0.0499999999999998,0.0999999999999999,2.77555756156289e-17,0.0999999999999998,-0.2,-6.93889390390723e-17,0.45,-0.2,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158947909027339,0.0017165841894455,0.000792026422312808,0.00104484293485507,-0.307659194098043,-0.740788889725789,-1.35993117695528,0.385120887900176,-0.81870954927721,-1.10851311059009,-0.479208418726997,-1.04307870386759,-1.14022615792612,0.553853594551419,-0.974603824342373,-1.1497451242391
1.15,0.270926066302332,-0.0655727830852137,0.230090879996737,-0,0,-0,0.0690395539938216,-0.0516826098258427,5.41594546987767e-11,0,0,0,0,0,0,0,0,0,-0.336911371874157,-0.697828574831482,-1.34290934626092,0.375303179531922,-0.806235072790665,-1.09842931384153,-0.551334157981581,-1.03007067541546,-1.14290905375597,0.584362584622355,-0.992612089744148,-1.14839674527838,-0.522919099209584,-0.0884675408321822,1.88091372495673,-0.187570841164675,0.240767801473463,0.208227604273681,-1.36052286417767,0.264522362781783,-0.0514630146003725,0.635366029409035,-0.35731477475236,0.03378920466659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482400000000002,0.0999999999999999,0.0179200000000001,0.0499999999999998,0.0999999999999999,2.77555756156289e-17,0.0999999999999999,-0.2,6.93889390390723e-17,0.45,-0.2,-8.32667268468867e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178904815439271,0.00177860005320829,0.000838500856955997,0.000976339286335548,-0.336911371874157,-0.697828574831482,-1.34290934626092,0.375303179531922,-0.806235072790665,-1.09842931384153,-0.551334157981581,-1.03007067541546,-1.14290905375597,0.584362584622355,-0.992612089744148,-1.14839674527838
1.2,0.273856277383677,-0.0677663221112315,0.230090879999035,-0,0,-0,0.0486225993626466,-0.036398595967202,3.81417120109973e-11,0,0,0,0,0,0,0,0,0,-0.356687285661195,-0.747259684990375,-1.18987676254186,0.36765987007659,-0.796324100572467,-1.0890832018736,-0.605790556199633,-1.01848656785306,-1.14497142368322,0.613366412253341,-1.00785394365496,-1.14658200587987,-0.30362307037024,-1.33895116651542,3.37495934391949,-0.123392848953197,0.160969087692497,0.160817129476776,-0.867842805241636,0.195879482623429,-0.0326534447770754,0.505451492458597,-0.253634516102275,0.034303832194027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494800000000005,0.0999999999999998,0.0070399999999893,0.05,0.0999999999999998,1.11022302462516e-16,0.0999999999999999,-0.2,8.32667268468867e-17,0.45,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186994855246186,0.00182912438627492,0.000880480462079805,0.000919515809603179,-0.356687285661195,-0.747259684990375,-1.18987676254186,0.36765987007659,-0.796324100572467,-1.0890832018736,-0.605790556199633,-1.01848656785306,-1.14497142368322,0.613366412253341,-1.00785394365496,-1.14658200587987
1.25,0.275029874183226,-0.0686448698708126,0.230090879999956,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0.364517021586721,-0.792641339430724,-1.0852609036983,0.364735417308658,-0.792496898083742,-1.08510678887092,-0.626174189646712,-1.01370566710014,-1.14572972403401,0.625994218467735,-1.01398442766069,-1.14568702832893,-0.0855918470587191,-0.246429706567974,0.564430521807679,0,0,0,0,0,0,1.06581410364015e-12,4.70734562441066e-12,-9.59232693276135e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0999999999999998,0,0.0499999999999998,0.0999999999999999,2.77555756156289e-17,0.1,-0.2,9.71445146547012e-17,0.449999999999999,-0.199999999999999,7.06379399417756e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142785322266218,0.00184820350657884,0.001848955323842,0.000897972080110623,0.000896949497179755,-0.364517021586721,-0.792641339430724,-1.0852609036983,0.364735417308658,-0.792496898083742,-1.08510678887092,-0.626174189646712,-1.01370566710014,-1.14572972403401,0.625994218467735,-1.01398442766069,-1.14568702832893
1.3,0.274596215406643,-0.068970929734171,0.23009087999996,-0,0,-0,-0.0147577417508593,-0.011096067965366,1.49880108324396e-13,0,0,0,0,0,0,0,0,0,-0.363444169592941,-0.791245278472894,-1.08375761697646,0.360478274167814,-0.793191118993163,-1.08584454286212,-0.631022763318016,-1.01597336188399,-1.14537692353701,0.559656259590634,-0.935098877650477,-1.24085238426779,0.0363962666887874,0.0473812776904059,0.0513655780842726,-0.145097866173494,-0.023596658003,-0.0249926644411147,-0.165996484309083,-0.0771826945877407,0.0121477535973469,-2.08791658148249,2.53741493041719,-2.89825696438246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0999999999999999,-5.55111512312578e-17,0.0499999999999998,0.0999999999999999,2.77555756156289e-17,0.0999999999999998,-0.2,-8.32667268468867e-17,0.455199999938017,-0.205200000061996,0.00704000000003197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185548130479174,0.00184534435626544,0.000889663161394256,0.0010458962807178,-0.363444169592941,-0.791245278472894,-1.08375761697646,0.360478274167814,-0.793191118993163,-1.08584454286212,-0.631022763318016,-1.01597336188399,-1.14537692353701,0.559656259590634,-0.935098877650477,-1.24085238426779
1.35,0.273562106016328,-0.0697484571006406,0.230090879999971,-0,0,-0,-0.0235643507521921,-0.0177175913443128,2.38697950294409e-13,0,0,0,0,0,0,0,0,0,-0.360926200565118,-0.787962342151737,-1.08009802790273,0.350246150247103,-0.794836025861855,-1.08756318516558,-0.642950993056923,-1.0213841498701,-1.1444851561579,0.448870325566328,-0.789724645641623,-1.37015482919042,0.0568833000677893,0.0742340823588594,0.0843216390125079,-0.234157127733248,-0.0373467935334215,-0.0386625845292699,-0.276458063341822,-0.123324705156858,0.0209403822305276,-2.08236200978549,2.80944083662819,-1.86140342282481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0999999999999999,-2.77555756156289e-17,0.0499999999999998,0.0999999999999999,0,0.0999999999999999,-0.2,6.93889390390723e-17,0.467599999790197,-0.217600000209814,0.0179200000000179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187269643310967,0.00183681297394091,0.000869926783437875,0.00137948708455144,-0.360926200565118,-0.787962342151737,-1.08009802790273,0.350246150247103,-0.794836025861855,-1.08756318516558,-0.642950993056923,-1.0213841498701,-1.1444851561579,0.448870325566328,-0.789724645641623,-1.37015482919042
1.4,0.272327846421438,-0.070676473634814,0.230090879999983,-0,0,-0,-0.0243649515704991,-0.0183195480150999,2.47024622979097e-13,0,0,0,0,0,0,0,0,0,-0.357993248709297,-0.784129958121259,-1.07559123105665,0.337885492297422,-0.796778170329648,-1.089540592481,-0.657899704611743,-1.02784434777426,-1.14332973419904,0.366936097688873,-0.708393442695124,-1.34793912221232,0.0572874246892008,0.074906674791464,0.0901698069849743,-0.245280499893541,-0.0381459494096958,-0.0384049493526106,-0.301475625758885,-0.127521071615067,0.0235797107627889,-1.33183849301961,0.622483288485298,2.10523642191678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0999999999999998,2.77555756156289e-17,0.0499999999999999,0.0999999999999998,8.32667268468867e-17,0.0999999999999999,-0.2,1.38777878078145e-17,0.482399999790189,-0.232400000209808,0.0179199999999966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189297716805934,0.00182678379125989,0.000846525054789499,0.00173840553582599,-0.357993248709297,-0.784129958121259,-1.07559123105665,0.337885492297422,-0.796778170329648,-1.089540592481,-0.657899704611743,-1.02784434777426,-1.14332973419904,0.366936097688873,-0.708393442695124,-1.34793912221232
1.45,0.271293737031122,-0.0714540010012843,0.230090879999994,-0,0,-0,-0.0171595442058248,-0.012901937977805,1.74860126378462e-13,0,0,0,0,0,0,0,0,0,-0.355594472679001,-0.780991955112398,-1.07169796501886,0.32740559812526,-0.798385947618272,-1.09113650709316,-0.671060149852929,-1.03325464154126,-1.14228765326322,0.321011629067574,-0.733581565418253,-1.17759639005619,0.0394427359553529,0.0516069552809362,0.0653470179081239,-0.174676782062022,-0.0265492975441317,-0.0261023035212915,-0.222556892748882,-0.0897439892320273,0.0177492067290785,-0.662619602646419,-1.01955969272401,3.76225767032636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0999999999999999,0,0.0499999999999998,0.0999999999999999,2.77555756156289e-17,0.0999999999999998,-0.2,-4.16333634234434e-17,0.494799999938021,-0.244800000061989,0.00703999999998214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190973671649834,0.00181851659658581,0.000827060938511271,0.00194218962967514,-0.355594472679001,-0.780991955112398,-1.07169796501886,0.32740559812526,-0.798385947618272,-1.09113650709316,-0.671060149852929,-1.03325464154126,-1.14228765326322,0.321011629067574,-0.733581565418253,-1.17759639005619
